Trial,Result,Mapping,NumberTries,SuccessRate,MaxLoopLength,MinLoopLength,AverageLoopLength,NumLoops
817,1,"{1: 2, 2: 1, 3: 3, 4: 4, 5: 9, 6: 8, 7: 6, 8: 7, 9: 5, 10: 10}",5,0.3508557457212714,3,1,1.6666666666666667,6
818,0,"{1: 3, 2: 6, 3: 7, 4: 10, 5: 1, 6: 5, 7: 8, 8: 4, 9: 2, 10: 9}",5,0.3504273504273504,10,10,10.0,1
819,0,"{1: 3, 2: 7, 3: 2, 4: 4, 5: 8, 6: 5, 7: 6, 8: 10, 9: 1, 10: 9}",5,0.35,9,1,5.0,2
820,1,"{1: 4, 2: 8, 3: 7, 4: 3, 5: 10, 6: 5, 7: 1, 8: 9, 9: 2, 10: 6}",5,0.3507917174177832,4,3,3.3333333333333335,3
821,0,"{1: 8, 2: 9, 3: 5, 4: 4, 5: 2, 6: 6, 7: 1, 8: 3, 9: 7, 10: 10}",5,0.35036496350364965,7,1,2.5,4
822,0,"{1: 1, 2: 6, 3: 4, 4: 10, 5: 2, 6: 5, 7: 9, 8: 3, 9: 8, 10: 7}",5,0.34993924665856624,6,1,3.3333333333333335,3
823,0,"{1: 2, 2: 5, 3: 8, 4: 10, 5: 6, 6: 4, 7: 3, 8: 1, 9: 9, 10: 7}",5,0.34951456310679613,9,1,5.0,2
824,0,"{1: 7, 2: 8, 3: 3, 4: 2, 5: 6, 6: 4, 7: 1, 8: 9, 9: 10, 10: 5}",5,0.3490909090909091,7,1,3.3333333333333335,3
825,0,"{1: 6, 2: 4, 3: 10, 4: 1, 5: 7, 6: 3, 7: 8, 8: 2, 9: 9, 10: 5}",5,0.3486682808716707,9,1,5.0,2
826,0,"{1: 5, 2: 10, 3: 2, 4: 9, 5: 3, 6: 8, 7: 1, 8: 6, 9: 4, 10: 7}",5,0.3482466747279323,6,2,3.3333333333333335,3
827,1,"{1: 8, 2: 3, 3: 6, 4: 2, 5: 7, 6: 9, 7: 10, 8: 1, 9: 4, 10: 5}",5,0.34903381642512077,5,2,3.3333333333333335,3
828,1,"{1: 7, 2: 4, 3: 5, 4: 2, 5: 9, 6: 8, 7: 3, 8: 6, 9: 1, 10: 10}",5,0.3498190591073583,5,1,2.5,4
829,0,"{1: 2, 2: 6, 3: 10, 4: 3, 5: 9, 6: 8, 7: 1, 8: 5, 9: 4, 10: 7}",5,0.3493975903614458,10,10,10.0,1
830,0,"{1: 3, 2: 4, 3: 8, 4: 1, 5: 6, 6: 5, 7: 2, 8: 9, 9: 7, 10: 10}",5,0.3489771359807461,7,1,3.3333333333333335,3
831,1,"{1: 8, 2: 5, 3: 10, 4: 3, 5: 9, 6: 7, 7: 4, 8: 1, 9: 2, 10: 6}",5,0.34975961538461536,5,2,3.3333333333333335,3
832,1,"{1: 2, 2: 3, 3: 1, 4: 7, 5: 9, 6: 4, 7: 6, 8: 10, 9: 5, 10: 8}",5,0.3505402160864346,3,2,2.5,4
833,0,"{1: 1, 2: 10, 3: 8, 4: 7, 5: 2, 6: 3, 7: 9, 8: 5, 9: 6, 10: 4}",5,0.3501199040767386,9,1,5.0,2
834,1,"{1: 3, 2: 5, 3: 6, 4: 7, 5: 2, 6: 8, 7: 9, 8: 1, 9: 10, 10: 4}",5,0.3508982035928144,4,2,3.3333333333333335,3
835,0,"{1: 1, 2: 10, 3: 8, 4: 4, 5: 2, 6: 5, 7: 3, 8: 6, 9: 7, 10: 9}",5,0.35047846889952156,8,1,3.3333333333333335,3
836,1,"{1: 1, 2: 5, 3: 9, 4: 7, 5: 3, 6: 2, 7: 4, 8: 8, 9: 6, 10: 10}",5,0.35125448028673834,5,1,2.0,5
837,1,"{1: 8, 2: 2, 3: 10, 4: 1, 5: 3, 6: 4, 7: 5, 8: 6, 9: 9, 10: 7}",5,0.3520286396181384,4,1,2.5,4
838,1,"{1: 6, 2: 4, 3: 7, 4: 2, 5: 10, 6: 8, 7: 5, 8: 9, 9: 1, 10: 3}",5,0.3528009535160906,4,2,3.3333333333333335,3
839,0,"{1: 4, 2: 5, 3: 7, 4: 3, 5: 2, 6: 9, 7: 6, 8: 1, 9: 8, 10: 10}",5,0.3523809523809524,7,1,3.3333333333333335,3
840,1,"{1: 5, 2: 8, 3: 1, 4: 10, 5: 2, 6: 9, 7: 6, 8: 3, 9: 4, 10: 7}",5,0.35315101070154575,5,5,5.0,2
841,0,"{1: 4, 2: 2, 3: 10, 4: 5, 5: 3, 6: 9, 7: 8, 8: 6, 9: 1, 10: 7}",5,0.3527315914489311,9,1,5.0,2
842,0,"{1: 5, 2: 8, 3: 4, 4: 6, 5: 10, 6: 2, 7: 1, 8: 7, 9: 9, 10: 3}",5,0.35231316725978645,9,1,5.0,2
843,1,"{1: 2, 2: 4, 3: 5, 4: 8, 5: 3, 6: 10, 7: 7, 8: 1, 9: 6, 10: 9}",5,0.35308056872037913,4,1,2.5,4
844,0,"{1: 8, 2: 7, 3: 2, 4: 10, 5: 5, 6: 1, 7: 9, 8: 4, 9: 6, 10: 3}",5,0.3526627218934911,9,1,5.0,2
845,0,"{1: 5, 2: 6, 3: 8, 4: 2, 5: 9, 6: 3, 7: 4, 8: 7, 9: 10, 10: 1}",5,0.35224586288416077,6,4,5.0,2
846,1,"{1: 8, 2: 4, 3: 9, 4: 10, 5: 5, 6: 1, 7: 2, 8: 6, 9: 3, 10: 7}",5,0.3530106257378985,4,1,2.5,4
847,0,"{1: 10, 2: 6, 3: 8, 4: 9, 5: 7, 6: 2, 7: 1, 8: 4, 9: 5, 10: 3}",5,0.35259433962264153,8,2,5.0,2
848,1,"{1: 6, 2: 9, 3: 8, 4: 3, 5: 2, 6: 5, 7: 4, 8: 7, 9: 1, 10: 10}",5,0.35335689045936397,5,1,3.3333333333333335,3
849,1,"{1: 4, 2: 5, 3: 1, 4: 3, 5: 8, 6: 2, 7: 7, 8: 6, 9: 10, 10: 9}",5,0.35411764705882354,4,1,2.5,4
850,1,"{1: 4, 2: 9, 3: 10, 4: 6, 5: 5, 6: 8, 7: 2, 8: 1, 9: 7, 10: 3}",5,0.35487661574618096,4,1,2.5,4
851,1,"{1: 5, 2: 7, 3: 1, 4: 4, 5: 10, 6: 8, 7: 6, 8: 2, 9: 9, 10: 3}",5,0.35563380281690143,4,1,2.5,4
852,1,"{1: 6, 2: 4, 3: 2, 4: 10, 5: 5, 6: 9, 7: 7, 8: 8, 9: 1, 10: 3}",5,0.3563892145369285,4,1,2.0,5
853,1,"{1: 9, 2: 4, 3: 5, 4: 8, 5: 3, 6: 6, 7: 7, 8: 2, 9: 10, 10: 1}",5,0.35714285714285715,3,1,2.0,5
854,0,"{1: 6, 2: 8, 3: 5, 4: 3, 5: 2, 6: 7, 7: 10, 8: 1, 9: 9, 10: 4}",5,0.3567251461988304,9,1,5.0,2
855,1,"{1: 4, 2: 10, 3: 9, 4: 5, 5: 6, 6: 1, 7: 8, 8: 7, 9: 3, 10: 2}",5,0.3574766355140187,4,2,2.5,4
856,0,"{1: 9, 2: 5, 3: 2, 4: 8, 5: 1, 6: 10, 7: 6, 8: 3, 9: 7, 10: 4}",5,0.3570595099183197,10,10,10.0,1
857,0,"{1: 7, 2: 1, 3: 8, 4: 5, 5: 3, 6: 10, 7: 9, 8: 2, 9: 6, 10: 4}",5,0.35664335664335667,10,10,10.0,1
858,0,"{1: 8, 2: 1, 3: 9, 4: 3, 5: 2, 6: 10, 7: 5, 8: 6, 9: 7, 10: 4}",5,0.3562281722933644,10,10,10.0,1
859,1,"{1: 8, 2: 6, 3: 1, 4: 2, 5: 9, 6: 5, 7: 7, 8: 10, 9: 4, 10: 3}",5,0.3569767441860465,5,1,3.3333333333333335,3
860,0,"{1: 8, 2: 2, 3: 10, 4: 9, 5: 4, 6: 7, 7: 3, 8: 6, 9: 5, 10: 1}",5,0.35656213704994194,6,1,3.3333333333333335,3
861,0,"{1: 1, 2: 8, 3: 2, 4: 7, 5: 9, 6: 4, 7: 3, 8: 10, 9: 5, 10: 6}",5,0.3561484918793503,7,1,3.3333333333333335,3
862,0,"{1: 2, 2: 8, 3: 5, 4: 6, 5: 9, 6: 10, 7: 7, 8: 1, 9: 4, 10: 3}",5,0.35573580533024335,6,1,3.3333333333333335,3
863,0,"{1: 10, 2: 7, 3: 3, 4: 9, 5: 4, 6: 2, 7: 8, 8: 5, 9: 6, 10: 1}",5,0.35532407407407407,7,1,3.3333333333333335,3
864,0,"{1: 1, 2: 9, 3: 6, 4: 2, 5: 3, 6: 7, 7: 10, 8: 5, 9: 4, 10: 8}",5,0.35491329479768785,6,1,3.3333333333333335,3
865,0,"{1: 5, 2: 7, 3: 3, 4: 1, 5: 2, 6: 9, 7: 10, 8: 6, 9: 4, 10: 8}",5,0.35450346420323325,9,1,5.0,2
866,1,"{1: 1, 2: 2, 3: 5, 4: 7, 5: 3, 6: 8, 7: 4, 8: 6, 9: 9, 10: 10}",5,0.3552479815455594,2,1,1.4285714285714286,7
867,0,"{1: 2, 2: 1, 3: 5, 4: 8, 5: 10, 6: 3, 7: 4, 8: 6, 9: 9, 10: 7}",5,0.3548387096774194,7,1,3.3333333333333335,3
868,1,"{1: 6, 2: 1, 3: 5, 4: 2, 5: 10, 6: 9, 7: 3, 8: 7, 9: 4, 10: 8}",5,0.35558112773302647,5,5,5.0,2
869,1,"{1: 10, 2: 2, 3: 8, 4: 9, 5: 1, 6: 6, 7: 5, 8: 3, 9: 4, 10: 7}",5,0.3563218390804598,4,1,2.0,5
870,0,"{1: 10, 2: 7, 3: 6, 4: 5, 5: 1, 6: 2, 7: 3, 8: 4, 9: 8, 10: 9}",5,0.3559127439724455,6,4,5.0,2
871,0,"{1: 6, 2: 8, 3: 1, 4: 5, 5: 3, 6: 10, 7: 9, 8: 7, 9: 4, 10: 2}",5,0.3555045871559633,10,10,10.0,1
872,1,"{1: 3, 2: 9, 3: 8, 4: 7, 5: 10, 6: 5, 7: 1, 8: 4, 9: 6, 10: 2}",5,0.35624284077892326,5,5,5.0,2
873,0,"{1: 6, 2: 9, 3: 8, 4: 4, 5: 7, 6: 2, 7: 10, 8: 5, 9: 3, 10: 1}",5,0.35583524027459956,9,1,5.0,2
874,0,"{1: 3, 2: 8, 3: 6, 4: 1, 5: 9, 6: 4, 7: 10, 8: 7, 9: 2, 10: 5}",5,0.3554285714285714,6,4,5.0,2
875,0,"{1: 2, 2: 3, 3: 8, 4: 1, 5: 10, 6: 7, 7: 4, 8: 9, 9: 5, 10: 6}",5,0.3550228310502283,10,10,10.0,1
876,0,"{1: 6, 2: 7, 3: 1, 4: 10, 5: 4, 6: 2, 7: 5, 8: 3, 9: 9, 10: 8}",5,0.35461801596351195,9,1,5.0,2
877,1,"{1: 8, 2: 7, 3: 3, 4: 10, 5: 5, 6: 6, 7: 2, 8: 4, 9: 9, 10: 1}",5,0.3553530751708428,4,1,1.6666666666666667,6
878,0,"{1: 10, 2: 4, 3: 3, 4: 7, 5: 5, 6: 1, 7: 9, 8: 2, 9: 6, 10: 8}",5,0.35494880546075086,8,1,3.3333333333333335,3
879,0,"{1: 6, 2: 3, 3: 1, 4: 5, 5: 7, 6: 8, 7: 10, 8: 4, 9: 2, 10: 9}",5,0.35454545454545455,10,10,10.0,1
880,0,"{1: 6, 2: 3, 3: 4, 4: 10, 5: 1, 6: 7, 7: 9, 8: 5, 9: 8, 10: 2}",5,0.35414301929625425,6,4,5.0,2
881,1,"{1: 6, 2: 2, 3: 9, 4: 3, 5: 1, 6: 5, 7: 7, 8: 10, 9: 8, 10: 4}",5,0.35487528344671204,5,1,2.5,4
882,0,"{1: 3, 2: 5, 3: 1, 4: 9, 5: 2, 6: 8, 7: 6, 8: 10, 9: 7, 10: 4}",5,0.35447338618346547,6,2,3.3333333333333335,3
883,1,"{1: 10, 2: 8, 3: 3, 4: 6, 5: 1, 6: 2, 7: 5, 8: 9, 9: 4, 10: 7}",5,0.3552036199095023,5,1,3.3333333333333335,3
884,0,"{1: 6, 2: 2, 3: 3, 4: 1, 5: 7, 6: 8, 7: 4, 8: 5, 9: 10, 10: 9}",5,0.35480225988700564,6,1,2.5,4
885,0,"{1: 5, 2: 2, 3: 4, 4: 1, 5: 10, 6: 3, 7: 8, 8: 6, 9: 7, 10: 9}",5,0.3544018058690745,9,1,5.0,2
886,0,"{1: 2, 2: 3, 3: 6, 4: 7, 5: 8, 6: 10, 7: 5, 8: 9, 9: 1, 10: 4}",5,0.35400225479143177,10,10,10.0,1
887,0,"{1: 10, 2: 8, 3: 7, 4: 3, 5: 2, 6: 5, 7: 6, 8: 4, 9: 1, 10: 9}",5,0.3536036036036036,7,3,5.0,2
888,0,"{1: 10, 2: 8, 3: 5, 4: 7, 5: 2, 6: 9, 7: 3, 8: 1, 9: 6, 10: 4}",5,0.3532058492688414,8,2,5.0,2
889,0,"{1: 1, 2: 3, 3: 4, 4: 5, 5: 10, 6: 8, 7: 6, 8: 2, 9: 9, 10: 7}",5,0.35280898876404493,8,1,3.3333333333333335,3
890,1,"{1: 9, 2: 8, 3: 10, 4: 6, 5: 3, 6: 5, 7: 1, 8: 7, 9: 2, 10: 4}",5,0.35353535353535354,5,5,5.0,2
891,0,"{1: 8, 2: 6, 3: 1, 4: 3, 5: 4, 6: 7, 7: 5, 8: 9, 9: 10, 10: 2}",5,0.3531390134529148,10,10,10.0,1
892,0,"{1: 10, 2: 1, 3: 4, 4: 9, 5: 7, 6: 6, 7: 8, 8: 2, 9: 3, 10: 5}",5,0.3527435610302352,6,1,3.3333333333333335,3
893,0,"{1: 10, 2: 2, 3: 6, 4: 3, 5: 4, 6: 1, 7: 8, 8: 9, 9: 5, 10: 7}",5,0.3523489932885906,9,1,5.0,2
894,1,"{1: 10, 2: 9, 3: 8, 4: 5, 5: 4, 6: 1, 7: 7, 8: 3, 9: 2, 10: 6}",5,0.35307262569832404,3,1,2.0,5
895,0,"{1: 8, 2: 4, 3: 2, 4: 10, 5: 9, 6: 7, 7: 5, 8: 6, 9: 1, 10: 3}",5,0.35267857142857145,6,4,5.0,2
896,0,"{1: 10, 2: 6, 3: 4, 4: 3, 5: 8, 6: 5, 7: 9, 8: 1, 9: 2, 10: 7}",5,0.35228539576365664,8,2,5.0,2
897,1,"{1: 4, 2: 2, 3: 1, 4: 3, 5: 9, 6: 10, 7: 8, 8: 7, 9: 6, 10: 5}",5,0.3530066815144766,4,1,2.5,4
898,1,"{1: 8, 2: 4, 3: 3, 4: 5, 5: 9, 6: 6, 7: 2, 8: 1, 9: 7, 10: 10}",5,0.35372636262513907,5,1,2.0,5
899,1,"{1: 6, 2: 7, 3: 4, 4: 9, 5: 10, 6: 1, 7: 5, 8: 2, 9: 3, 10: 8}",5,0.35444444444444445,5,2,3.3333333333333335,3
900,0,"{1: 2, 2: 3, 3: 6, 4: 10, 5: 1, 6: 9, 7: 4, 8: 7, 9: 8, 10: 5}",5,0.35405105438401774,10,10,10.0,1
901,0,"{1: 8, 2: 1, 3: 6, 4: 7, 5: 9, 6: 4, 7: 2, 8: 3, 9: 5, 10: 10}",5,0.35365853658536583,7,1,3.3333333333333335,3
902,0,"{1: 8, 2: 10, 3: 3, 4: 6, 5: 5, 6: 1, 7: 7, 8: 9, 9: 2, 10: 4}",5,0.3532668881506091,7,1,2.5,4
903,0,"{1: 7, 2: 4, 3: 6, 4: 10, 5: 8, 6: 2, 7: 9, 8: 3, 9: 1, 10: 5}",5,0.3528761061946903,7,3,5.0,2
904,0,"{1: 5, 2: 4, 3: 1, 4: 8, 5: 6, 6: 7, 7: 9, 8: 2, 9: 10, 10: 3}",5,0.3524861878453039,7,3,5.0,2
905,1,"{1: 6, 2: 1, 3: 2, 4: 8, 5: 4, 6: 3, 7: 5, 8: 7, 9: 9, 10: 10}",5,0.35320088300220753,4,1,2.5,4
906,1,"{1: 4, 2: 5, 3: 2, 4: 3, 5: 1, 6: 8, 7: 6, 8: 7, 9: 10, 10: 9}",5,0.3539140022050717,5,2,3.3333333333333335,3
907,0,"{1: 8, 2: 7, 3: 9, 4: 5, 5: 6, 6: 3, 7: 10, 8: 4, 9: 1, 10: 2}",5,0.3535242290748899,7,3,5.0,2
908,0,"{1: 4, 2: 7, 3: 6, 4: 5, 5: 9, 6: 2, 7: 8, 8: 10, 9: 1, 10: 3}",5,0.35313531353135313,6,4,5.0,2
909,0,"{1: 3, 2: 8, 3: 9, 4: 7, 5: 6, 6: 4, 7: 5, 8: 1, 9: 10, 10: 2}",5,0.35274725274725277,6,4,5.0,2
910,1,"{1: 10, 2: 6, 3: 2, 4: 4, 5: 1, 6: 9, 7: 7, 8: 5, 9: 3, 10: 8}",5,0.3534577387486279,4,1,2.5,4
911,1,"{1: 10, 2: 7, 3: 5, 4: 6, 5: 3, 6: 9, 7: 2, 8: 8, 9: 4, 10: 1}",5,0.3541666666666667,3,1,2.0,5
912,0,"{1: 4, 2: 9, 3: 6, 4: 5, 5: 10, 6: 7, 7: 1, 8: 3, 9: 2, 10: 8}",5,0.3537787513691128,8,2,5.0,2
913,1,"{1: 7, 2: 2, 3: 8, 4: 10, 5: 4, 6: 1, 7: 6, 8: 5, 9: 9, 10: 3}",5,0.3544857768052516,5,1,2.5,4
914,0,"{1: 4, 2: 7, 3: 10, 4: 5, 5: 8, 6: 3, 7: 6, 8: 1, 9: 2, 10: 9}",5,0.3540983606557377,6,4,5.0,2
915,1,"{1: 10, 2: 8, 3: 5, 4: 7, 5: 2, 6: 4, 7: 6, 8: 3, 9: 9, 10: 1}",5,0.3548034934497817,4,1,2.5,4
916,0,"{1: 9, 2: 2, 3: 1, 4: 10, 5: 5, 6: 7, 7: 3, 8: 6, 9: 4, 10: 8}",5,0.3544165757906216,8,1,3.3333333333333335,3
917,0,"{1: 7, 2: 6, 3: 5, 4: 3, 5: 8, 6: 4, 7: 10, 8: 1, 9: 9, 10: 2}",5,0.3540305010893246,9,1,5.0,2
918,0,"{1: 2, 2: 3, 3: 1, 4: 9, 5: 8, 6: 4, 7: 7, 8: 10, 9: 5, 10: 6}",5,0.35364526659412404,6,1,3.3333333333333335,3
919,1,"{1: 1, 2: 8, 3: 5, 4: 10, 5: 2, 6: 6, 7: 3, 8: 7, 9: 4, 10: 9}",5,0.35434782608695653,5,1,2.5,4
920,0,"{1: 1, 2: 10, 3: 8, 4: 2, 5: 4, 6: 3, 7: 5, 8: 7, 9: 9, 10: 6}",5,0.3539630836047774,8,1,3.3333333333333335,3
921,1,"{1: 5, 2: 10, 3: 9, 4: 7, 5: 8, 6: 4, 7: 6, 8: 3, 9: 1, 10: 2}",5,0.3546637744034707,5,2,3.3333333333333335,3
922,0,"{1: 5, 2: 8, 3: 4, 4: 6, 5: 7, 6: 3, 7: 10, 8: 9, 9: 1, 10: 2}",5,0.3542795232936078,7,3,5.0,2
923,0,"{1: 1, 2: 5, 3: 10, 4: 8, 5: 7, 6: 4, 7: 2, 8: 9, 9: 3, 10: 6}",5,0.3538961038961039,6,1,3.3333333333333335,3
924,1,"{1: 1, 2: 2, 3: 9, 4: 6, 5: 7, 6: 8, 7: 4, 8: 5, 9: 3, 10: 10}",5,0.3545945945945946,5,1,2.0,5
925,0,"{1: 6, 2: 10, 3: 1, 4: 4, 5: 2, 6: 5, 7: 9, 8: 8, 9: 7, 10: 3}",5,0.3542116630669546,6,1,2.5,4
926,1,"{1: 2, 2: 3, 3: 1, 4: 8, 5: 9, 6: 4, 7: 10, 8: 6, 9: 7, 10: 5}",5,0.35490830636461707,4,3,3.3333333333333335,3
927,0,"{1: 2, 2: 3, 3: 7, 4: 9, 5: 5, 6: 6, 7: 8, 8: 4, 9: 10, 10: 1}",5,0.3545258620689655,8,1,3.3333333333333335,3
928,1,"{1: 2, 2: 3, 3: 6, 4: 9, 5: 5, 6: 1, 7: 8, 8: 10, 9: 4, 10: 7}",5,0.35522066738428415,4,1,2.5,4
929,0,"{1: 5, 2: 1, 3: 10, 4: 9, 5: 4, 6: 8, 7: 2, 8: 6, 9: 7, 10: 3}",5,0.3548387096774194,6,2,3.3333333333333335,3
930,0,"{1: 7, 2: 5, 3: 10, 4: 8, 5: 6, 6: 4, 7: 9, 8: 1, 9: 3, 10: 2}",5,0.3544575725026853,10,10,10.0,1
931,0,"{1: 4, 2: 5, 3: 7, 4: 1, 5: 8, 6: 3, 7: 2, 8: 9, 9: 6, 10: 10}",5,0.3540772532188841,7,1,3.3333333333333335,3
932,0,"{1: 1, 2: 2, 3: 7, 4: 8, 5: 9, 6: 3, 7: 4, 8: 5, 9: 6, 10: 10}",5,0.3536977491961415,7,1,2.5,4
933,0,"{1: 2, 2: 8, 3: 4, 4: 1, 5: 7, 6: 9, 7: 10, 8: 6, 9: 3, 10: 5}",5,0.3533190578158458,7,3,5.0,2
934,1,"{1: 8, 2: 3, 3: 2, 4: 7, 5: 5, 6: 6, 7: 1, 8: 4, 9: 9, 10: 10}",5,0.35401069518716577,4,1,1.6666666666666667,6
935,0,"{1: 3, 2: 7, 3: 10, 4: 9, 5: 4, 6: 1, 7: 6, 8: 8, 9: 2, 10: 5}",5,0.35363247863247865,9,1,5.0,2
936,0,"{1: 8, 2: 3, 3: 6, 4: 4, 5: 1, 6: 5, 7: 10, 8: 7, 9: 9, 10: 2}",5,0.35325506937033085,8,1,3.3333333333333335,3
937,0,"{1: 1, 2: 10, 3: 7, 4: 5, 5: 4, 6: 2, 7: 6, 8: 9, 9: 3, 10: 8}",5,0.35287846481876334,7,1,3.3333333333333335,3
938,1,"{1: 9, 2: 4, 3: 7, 4: 8, 5: 5, 6: 10, 7: 2, 8: 3, 9: 6, 10: 1}",5,0.35356762513312034,5,1,3.3333333333333335,3
939,0,"{1: 6, 2: 9, 3: 4, 4: 5, 5: 7, 6: 2, 7: 1, 8: 8, 9: 3, 10: 10}",5,0.35319148936170214,8,1,3.3333333333333335,3
940,1,"{1: 6, 2: 10, 3: 4, 4: 3, 5: 2, 6: 9, 7: 5, 8: 7, 9: 1, 10: 8}",5,0.3538788522848034,5,2,3.3333333333333335,3
941,0,"{1: 5, 2: 8, 3: 10, 4: 2, 5: 7, 6: 3, 7: 1, 8: 9, 9: 6, 10: 4}",5,0.3535031847133758,7,3,5.0,2
942,0,"{1: 9, 2: 3, 3: 7, 4: 8, 5: 4, 6: 6, 7: 1, 8: 5, 9: 10, 10: 2}",5,0.3531283138918346,6,1,3.3333333333333335,3
943,0,"{1: 3, 2: 10, 3: 2, 4: 9, 5: 7, 6: 1, 7: 8, 8: 6, 9: 4, 10: 5}",5,0.3527542372881356,8,2,5.0,2
944,1,"{1: 3, 2: 6, 3: 1, 4: 7, 5: 2, 6: 9, 7: 8, 8: 4, 9: 10, 10: 5}",5,0.35343915343915344,5,2,3.3333333333333335,3
945,0,"{1: 5, 2: 6, 3: 7, 4: 8, 5: 10, 6: 4, 7: 3, 8: 1, 9: 2, 10: 9}",5,0.35306553911205074,8,2,5.0,2
946,1,"{1: 10, 2: 1, 3: 7, 4: 9, 5: 8, 6: 2, 7: 3, 8: 4, 9: 5, 10: 6}",5,0.35374868004223864,4,2,3.3333333333333335,3
947,0,"{1: 4, 2: 6, 3: 2, 4: 5, 5: 8, 6: 7, 7: 1, 8: 9, 9: 3, 10: 10}",5,0.35337552742616035,9,1,5.0,2
948,0,"{1: 4, 2: 9, 3: 8, 4: 10, 5: 6, 6: 7, 7: 5, 8: 1, 9: 3, 10: 2}",5,0.3530031612223393,7,3,5.0,2
949,0,"{1: 9, 2: 5, 3: 3, 4: 8, 5: 10, 6: 7, 7: 2, 8: 6, 9: 4, 10: 1}",5,0.3526315789473684,9,1,5.0,2
950,1,"{1: 9, 2: 7, 3: 5, 4: 3, 5: 8, 6: 1, 7: 2, 8: 4, 9: 6, 10: 10}",5,0.35331230283911674,4,1,2.5,4
951,1,"{1: 9, 2: 5, 3: 8, 4: 4, 5: 2, 6: 1, 7: 7, 8: 3, 9: 6, 10: 10}",5,0.3539915966386555,3,1,1.6666666666666667,6
952,1,"{1: 6, 2: 9, 3: 7, 4: 5, 5: 4, 6: 3, 7: 8, 8: 1, 9: 10, 10: 2}",5,0.3546694648478489,5,2,3.3333333333333335,3
953,0,"{1: 6, 2: 5, 3: 1, 4: 10, 5: 8, 6: 3, 7: 2, 8: 4, 9: 7, 10: 9}",5,0.35429769392033544,7,3,5.0,2
954,1,"{1: 8, 2: 4, 3: 6, 4: 10, 5: 2, 6: 3, 7: 1, 8: 7, 9: 5, 10: 9}",5,0.3549738219895288,5,2,3.3333333333333335,3
955,0,"{1: 8, 2: 6, 3: 10, 4: 3, 5: 5, 6: 4, 7: 2, 8: 7, 9: 9, 10: 1}",5,0.35460251046025104,8,1,3.3333333333333335,3
956,0,"{1: 5, 2: 8, 3: 2, 4: 4, 5: 7, 6: 1, 7: 9, 8: 6, 9: 10, 10: 3}",5,0.3542319749216301,9,1,5.0,2
957,1,"{1: 8, 2: 5, 3: 2, 4: 9, 5: 1, 6: 6, 7: 7, 8: 3, 9: 4, 10: 10}",5,0.35490605427974947,5,1,2.0,5
958,1,"{1: 2, 2: 6, 3: 8, 4: 10, 5: 9, 6: 3, 7: 4, 8: 1, 9: 5, 10: 7}",5,0.3555787278415016,5,2,3.3333333333333335,3
959,1,"{1: 7, 2: 1, 3: 9, 4: 8, 5: 6, 6: 5, 7: 4, 8: 2, 9: 3, 10: 10}",5,0.35625,5,1,2.5,4
960,1,"{1: 6, 2: 2, 3: 5, 4: 7, 5: 1, 6: 9, 7: 4, 8: 10, 9: 3, 10: 8}",5,0.35691987513007284,5,1,2.5,4
961,0,"{1: 1, 2: 2, 3: 4, 4: 10, 5: 6, 6: 9, 7: 8, 8: 7, 9: 3, 10: 5}",5,0.35654885654885654,6,1,2.5,4
962,0,"{1: 9, 2: 5, 3: 4, 4: 7, 5: 1, 6: 3, 7: 8, 8: 2, 9: 6, 10: 10}",5,0.3561786085150571,9,1,5.0,2
963,1,"{1: 4, 2: 10, 3: 3, 4: 9, 5: 1, 6: 8, 7: 7, 8: 6, 9: 5, 10: 2}",5,0.35684647302904565,4,1,2.0,5
964,0,"{1: 8, 2: 7, 3: 1, 4: 2, 5: 4, 6: 10, 7: 3, 8: 5, 9: 9, 10: 6}",5,0.35647668393782384,7,1,3.3333333333333335,3
965,1,"{1: 1, 2: 6, 3: 4, 4: 7, 5: 5, 6: 9, 7: 3, 8: 8, 9: 10, 10: 2}",5,0.35714285714285715,4,1,2.0,5
966,1,"{1: 9, 2: 8, 3: 7, 4: 1, 5: 3, 6: 4, 7: 2, 8: 5, 9: 10, 10: 6}",5,0.3578076525336091,5,5,5.0,2
967,1,"{1: 9, 2: 5, 3: 10, 4: 4, 5: 8, 6: 1, 7: 6, 8: 2, 9: 7, 10: 3}",5,0.3584710743801653,4,1,2.5,4
968,0,"{1: 9, 2: 3, 3: 10, 4: 8, 5: 6, 6: 2, 7: 7, 8: 5, 9: 4, 10: 1}",5,0.35810113519091846,9,1,5.0,2
969,0,"{1: 5, 2: 9, 3: 8, 4: 4, 5: 6, 6: 7, 7: 2, 8: 1, 9: 3, 10: 10}",5,0.3577319587628866,8,1,3.3333333333333335,3
970,0,"{1: 5, 2: 10, 3: 3, 4: 9, 5: 7, 6: 4, 7: 8, 8: 2, 9: 1, 10: 6}",5,0.3573635427394439,9,1,5.0,2
971,1,"{1: 9, 2: 7, 3: 10, 4: 1, 5: 8, 6: 4, 7: 2, 8: 3, 9: 6, 10: 5}",5,0.35802469135802467,4,2,3.3333333333333335,3
972,0,"{1: 10, 2: 4, 3: 8, 4: 1, 5: 7, 6: 9, 7: 5, 8: 2, 9: 3, 10: 6}",5,0.35765673175745116,8,2,5.0,2
973,0,"{1: 3, 2: 7, 3: 10, 4: 8, 5: 4, 6: 5, 7: 6, 8: 2, 9: 1, 10: 9}",5,0.35728952772073924,6,4,5.0,2
