Trial,Result,Mapping,NumberTries,SuccessRate,MaxLoopLength,MinLoopLength,AverageLoopLength,NumLoops
660,0,"{1: 6, 2: 8, 3: 5, 4: 10, 5: 3, 6: 7, 7: 9, 8: 4, 9: 2, 10: 1}",5,0.3313161875945537,8,2,5.0,2
661,0,"{1: 4, 2: 9, 3: 2, 4: 3, 5: 6, 6: 10, 7: 8, 8: 7, 9: 5, 10: 1}",5,0.33081570996978854,8,2,5.0,2
662,1,"{1: 1, 2: 9, 3: 3, 4: 5, 5: 4, 6: 7, 7: 6, 8: 8, 9: 2, 10: 10}",5,0.33182503770739064,2,1,1.4285714285714286,7
663,0,"{1: 5, 2: 4, 3: 3, 4: 1, 5: 7, 6: 2, 7: 6, 8: 10, 9: 9, 10: 8}",5,0.3313253012048193,6,1,2.5,4
664,0,"{1: 1, 2: 9, 3: 5, 4: 8, 5: 7, 6: 4, 7: 2, 8: 3, 9: 6, 10: 10}",5,0.3308270676691729,8,1,3.3333333333333335,3
665,1,"{1: 7, 2: 5, 3: 3, 4: 2, 5: 8, 6: 9, 7: 10, 8: 4, 9: 1, 10: 6}",5,0.33183183183183185,5,1,3.3333333333333335,3
666,0,"{1: 9, 2: 3, 3: 7, 4: 10, 5: 4, 6: 2, 7: 1, 8: 5, 9: 8, 10: 6}",5,0.3313343328335832,10,10,10.0,1
667,0,"{1: 5, 2: 4, 3: 9, 4: 3, 5: 8, 6: 6, 7: 1, 8: 10, 9: 7, 10: 2}",5,0.33083832335329344,9,1,5.0,2
668,0,"{1: 4, 2: 6, 3: 2, 4: 9, 5: 8, 6: 1, 7: 5, 8: 10, 9: 7, 10: 3}",5,0.3303437967115097,10,10,10.0,1
669,0,"{1: 8, 2: 5, 3: 2, 4: 3, 5: 7, 6: 1, 7: 6, 8: 10, 9: 4, 10: 9}",5,0.32985074626865674,10,10,10.0,1
670,1,"{1: 7, 2: 3, 3: 10, 4: 6, 5: 8, 6: 2, 7: 9, 8: 1, 9: 5, 10: 4}",5,0.33084947839046197,5,5,5.0,2
671,1,"{1: 6, 2: 7, 3: 8, 4: 4, 5: 2, 6: 3, 7: 9, 8: 1, 9: 10, 10: 5}",5,0.3318452380952381,5,1,3.3333333333333335,3
672,0,"{1: 6, 2: 2, 3: 1, 4: 9, 5: 4, 6: 5, 7: 10, 8: 8, 9: 3, 10: 7}",5,0.3313521545319465,6,1,2.5,4
673,1,"{1: 3, 2: 7, 3: 2, 4: 10, 5: 5, 6: 9, 7: 8, 8: 1, 9: 4, 10: 6}",5,0.3323442136498516,5,1,3.3333333333333335,3
674,0,"{1: 1, 2: 8, 3: 7, 4: 4, 5: 10, 6: 2, 7: 9, 8: 3, 9: 5, 10: 6}",5,0.33185185185185184,8,1,3.3333333333333335,3
675,1,"{1: 9, 2: 6, 3: 3, 4: 7, 5: 8, 6: 4, 7: 2, 8: 1, 9: 5, 10: 10}",5,0.3328402366863905,4,1,2.5,4
676,1,"{1: 10, 2: 5, 3: 2, 4: 1, 5: 3, 6: 8, 7: 7, 8: 6, 9: 9, 10: 4}",5,0.33382570162481534,3,1,2.0,5
677,0,"{1: 2, 2: 8, 3: 1, 4: 3, 5: 7, 6: 10, 7: 9, 8: 6, 9: 4, 10: 5}",5,0.3333333333333333,10,10,10.0,1
678,1,"{1: 6, 2: 2, 3: 4, 4: 3, 5: 1, 6: 8, 7: 7, 8: 5, 9: 10, 10: 9}",5,0.33431516936671574,4,1,2.0,5
679,0,"{1: 4, 2: 1, 3: 6, 4: 8, 5: 3, 6: 7, 7: 10, 8: 5, 9: 2, 10: 9}",5,0.3338235294117647,10,10,10.0,1
680,0,"{1: 2, 2: 3, 3: 5, 4: 9, 5: 4, 6: 6, 7: 7, 8: 8, 9: 1, 10: 10}",5,0.3333333333333333,6,1,2.0,5
681,0,"{1: 9, 2: 7, 3: 8, 4: 2, 5: 3, 6: 10, 7: 6, 8: 1, 9: 4, 10: 5}",5,0.33284457478005863,10,10,10.0,1
682,0,"{1: 5, 2: 4, 3: 3, 4: 6, 5: 1, 6: 9, 7: 10, 8: 2, 9: 7, 10: 8}",5,0.3323572474377745,7,1,3.3333333333333335,3
683,0,"{1: 4, 2: 8, 3: 9, 4: 2, 5: 6, 6: 1, 7: 10, 8: 3, 9: 5, 10: 7}",5,0.33187134502923976,8,2,5.0,2
684,0,"{1: 7, 2: 6, 3: 4, 4: 5, 5: 9, 6: 2, 7: 3, 8: 10, 9: 1, 10: 8}",5,0.33138686131386863,6,2,3.3333333333333335,3
685,0,"{1: 5, 2: 10, 3: 9, 4: 8, 5: 6, 6: 7, 7: 1, 8: 3, 9: 2, 10: 4}",5,0.33090379008746357,6,4,5.0,2
686,0,"{1: 9, 2: 5, 3: 8, 4: 6, 5: 1, 6: 3, 7: 10, 8: 7, 9: 2, 10: 4}",5,0.3304221251819505,6,4,5.0,2
687,0,"{1: 1, 2: 3, 3: 6, 4: 2, 5: 9, 6: 5, 7: 7, 8: 8, 9: 10, 10: 4}",5,0.32994186046511625,7,1,2.5,4
688,0,"{1: 5, 2: 6, 3: 9, 4: 2, 5: 1, 6: 3, 7: 7, 8: 4, 9: 8, 10: 10}",5,0.32946298984034833,6,1,2.5,4
689,0,"{1: 4, 2: 9, 3: 2, 4: 3, 5: 1, 6: 10, 7: 7, 8: 6, 9: 5, 10: 8}",5,0.3289855072463768,6,1,3.3333333333333335,3
690,0,"{1: 3, 2: 8, 3: 5, 4: 10, 5: 7, 6: 6, 7: 2, 8: 9, 9: 1, 10: 4}",5,0.32850940665701883,7,1,3.3333333333333335,3
691,0,"{1: 6, 2: 8, 3: 5, 4: 1, 5: 3, 6: 7, 7: 10, 8: 4, 9: 2, 10: 9}",5,0.32803468208092484,8,2,5.0,2
692,0,"{1: 9, 2: 4, 3: 2, 4: 7, 5: 10, 6: 5, 7: 1, 8: 3, 9: 6, 10: 8}",5,0.32756132756132755,10,10,10.0,1
693,0,"{1: 1, 2: 4, 3: 7, 4: 9, 5: 3, 6: 10, 7: 6, 8: 5, 9: 8, 10: 2}",5,0.3270893371757925,9,1,5.0,2
694,1,"{1: 8, 2: 3, 3: 9, 4: 6, 5: 7, 6: 5, 7: 4, 8: 2, 9: 1, 10: 10}",5,0.32805755395683456,5,1,3.3333333333333335,3
695,0,"{1: 2, 2: 6, 3: 7, 4: 3, 5: 9, 6: 8, 7: 10, 8: 1, 9: 4, 10: 5}",5,0.3275862068965517,6,4,5.0,2
696,0,"{1: 4, 2: 7, 3: 9, 4: 5, 5: 10, 6: 3, 7: 6, 8: 8, 9: 1, 10: 2}",5,0.32711621233859395,9,1,5.0,2
697,1,"{1: 10, 2: 4, 3: 7, 4: 5, 5: 3, 6: 6, 7: 2, 8: 8, 9: 9, 10: 1}",5,0.32808022922636104,5,1,2.0,5
698,1,"{1: 3, 2: 6, 3: 2, 4: 9, 5: 8, 6: 1, 7: 10, 8: 5, 9: 4, 10: 7}",5,0.3290414878397711,4,2,2.5,4
699,0,"{1: 5, 2: 7, 3: 2, 4: 1, 5: 10, 6: 8, 7: 9, 8: 4, 9: 3, 10: 6}",5,0.32857142857142857,6,4,5.0,2
700,0,"{1: 7, 2: 3, 3: 5, 4: 2, 5: 6, 6: 9, 7: 1, 8: 8, 9: 10, 10: 4}",5,0.3281027104136947,7,1,3.3333333333333335,3
701,1,"{1: 8, 2: 7, 3: 3, 4: 9, 5: 2, 6: 1, 7: 10, 8: 6, 9: 4, 10: 5}",5,0.32905982905982906,4,1,2.5,4
702,0,"{1: 5, 2: 3, 3: 4, 4: 9, 5: 10, 6: 6, 7: 2, 8: 8, 9: 1, 10: 7}",5,0.3285917496443812,8,1,3.3333333333333335,3
703,0,"{1: 3, 2: 1, 3: 8, 4: 5, 5: 4, 6: 2, 7: 7, 8: 9, 9: 6, 10: 10}",5,0.328125,6,1,2.5,4
704,1,"{1: 4, 2: 1, 3: 5, 4: 7, 5: 3, 6: 10, 7: 2, 8: 8, 9: 9, 10: 6}",5,0.32907801418439714,4,1,2.0,5
705,0,"{1: 4, 2: 7, 3: 9, 4: 3, 5: 5, 6: 2, 7: 1, 8: 8, 9: 10, 10: 6}",5,0.3286118980169972,8,1,3.3333333333333335,3
706,0,"{1: 10, 2: 3, 3: 8, 4: 2, 5: 1, 6: 9, 7: 4, 8: 5, 9: 7, 10: 6}",5,0.32814710042432815,10,10,10.0,1
707,0,"{1: 6, 2: 2, 3: 4, 4: 9, 5: 8, 6: 1, 7: 7, 8: 3, 9: 10, 10: 5}",5,0.327683615819209,6,1,2.5,4
708,1,"{1: 10, 2: 9, 3: 1, 4: 5, 5: 7, 6: 3, 7: 2, 8: 6, 9: 4, 10: 8}",5,0.32863187588152326,5,5,5.0,2
709,0,"{1: 5, 2: 1, 3: 10, 4: 4, 5: 7, 6: 6, 7: 3, 8: 9, 9: 2, 10: 8}",5,0.32816901408450705,8,1,3.3333333333333335,3
710,1,"{1: 2, 2: 9, 3: 6, 4: 7, 5: 10, 6: 4, 7: 8, 8: 3, 9: 5, 10: 1}",5,0.3291139240506329,5,5,5.0,2
711,1,"{1: 1, 2: 9, 3: 6, 4: 4, 5: 2, 6: 10, 7: 5, 8: 8, 9: 7, 10: 3}",5,0.3300561797752809,4,1,2.0,5
712,1,"{1: 8, 2: 3, 3: 7, 4: 9, 5: 1, 6: 2, 7: 6, 8: 5, 9: 10, 10: 4}",5,0.33099579242636745,4,3,3.3333333333333335,3
713,1,"{1: 3, 2: 10, 3: 9, 4: 7, 5: 8, 6: 5, 7: 6, 8: 4, 9: 1, 10: 2}",5,0.3319327731092437,5,2,3.3333333333333335,3
714,0,"{1: 10, 2: 9, 3: 4, 4: 8, 5: 6, 6: 2, 7: 1, 8: 7, 9: 5, 10: 3}",5,0.33146853146853145,6,4,5.0,2
715,1,"{1: 2, 2: 7, 3: 10, 4: 9, 5: 4, 6: 1, 7: 6, 8: 3, 9: 5, 10: 8}",5,0.3324022346368715,4,3,3.3333333333333335,3
716,1,"{1: 5, 2: 6, 3: 3, 4: 8, 5: 7, 6: 2, 7: 4, 8: 1, 9: 10, 10: 9}",5,0.3333333333333333,5,1,2.5,4
717,1,"{1: 10, 2: 8, 3: 3, 4: 4, 5: 9, 6: 2, 7: 7, 8: 6, 9: 1, 10: 5}",5,0.3342618384401114,4,1,2.0,5
718,0,"{1: 3, 2: 8, 3: 9, 4: 2, 5: 5, 6: 6, 7: 10, 8: 1, 9: 4, 10: 7}",5,0.3337969401947149,6,1,2.5,4
719,0,"{1: 2, 2: 3, 3: 7, 4: 5, 5: 1, 6: 6, 7: 10, 8: 8, 9: 4, 10: 9}",5,0.3333333333333333,8,1,3.3333333333333335,3
720,0,"{1: 4, 2: 7, 3: 2, 4: 9, 5: 6, 6: 10, 7: 5, 8: 8, 9: 1, 10: 3}",5,0.332871012482663,6,1,3.3333333333333335,3
721,1,"{1: 10, 2: 9, 3: 5, 4: 1, 5: 8, 6: 3, 7: 6, 8: 7, 9: 4, 10: 2}",5,0.3337950138504155,5,5,5.0,2
722,1,"{1: 4, 2: 8, 3: 1, 4: 6, 5: 5, 6: 9, 7: 2, 8: 10, 9: 3, 10: 7}",5,0.334716459197787,5,1,3.3333333333333335,3
723,1,"{1: 10, 2: 8, 3: 9, 4: 4, 5: 3, 6: 2, 7: 5, 8: 1, 9: 7, 10: 6}",5,0.3356353591160221,5,1,3.3333333333333335,3
724,0,"{1: 6, 2: 10, 3: 7, 4: 3, 5: 1, 6: 4, 7: 9, 8: 2, 9: 5, 10: 8}",5,0.3351724137931035,7,3,5.0,2
725,1,"{1: 5, 2: 4, 3: 8, 4: 1, 5: 10, 6: 6, 7: 7, 8: 3, 9: 9, 10: 2}",5,0.33608815426997246,5,1,2.0,5
726,0,"{1: 8, 2: 1, 3: 2, 4: 7, 5: 9, 6: 4, 7: 10, 8: 5, 9: 6, 10: 3}",5,0.3356258596973865,10,10,10.0,1
727,0,"{1: 3, 2: 5, 3: 4, 4: 9, 5: 1, 6: 6, 7: 8, 8: 7, 9: 2, 10: 10}",5,0.33516483516483514,6,1,2.5,4
728,1,"{1: 6, 2: 8, 3: 3, 4: 2, 5: 7, 6: 1, 7: 9, 8: 4, 9: 10, 10: 5}",5,0.33607681755829905,4,1,2.5,4
729,0,"{1: 9, 2: 4, 3: 1, 4: 5, 5: 10, 6: 6, 7: 7, 8: 2, 9: 8, 10: 3}",5,0.3356164383561644,8,1,3.3333333333333335,3
730,1,"{1: 5, 2: 10, 3: 4, 4: 7, 5: 3, 6: 6, 7: 1, 8: 9, 9: 8, 10: 2}",5,0.33652530779753764,5,1,2.5,4
731,1,"{1: 5, 2: 6, 3: 8, 4: 10, 5: 3, 6: 4, 7: 7, 8: 1, 9: 2, 10: 9}",5,0.337431693989071,5,1,3.3333333333333335,3
732,1,"{1: 10, 2: 1, 3: 5, 4: 2, 5: 9, 6: 7, 7: 3, 8: 8, 9: 6, 10: 4}",5,0.3383356070941337,5,1,3.3333333333333335,3
733,0,"{1: 8, 2: 5, 3: 6, 4: 1, 5: 2, 6: 4, 7: 9, 8: 10, 9: 7, 10: 3}",5,0.33787465940054495,6,2,3.3333333333333335,3
734,0,"{1: 7, 2: 8, 3: 2, 4: 6, 5: 1, 6: 10, 7: 9, 8: 4, 9: 5, 10: 3}",5,0.33741496598639453,6,4,5.0,2
735,0,"{1: 3, 2: 8, 3: 2, 4: 7, 5: 1, 6: 10, 7: 4, 8: 9, 9: 5, 10: 6}",5,0.33695652173913043,6,2,3.3333333333333335,3
736,1,"{1: 6, 2: 7, 3: 9, 4: 5, 5: 4, 6: 10, 7: 2, 8: 8, 9: 3, 10: 1}",5,0.3378561736770692,3,1,2.0,5
737,1,"{1: 1, 2: 9, 3: 4, 4: 8, 5: 10, 6: 3, 7: 7, 8: 6, 9: 5, 10: 2}",5,0.33875338753387535,4,1,2.5,4
738,1,"{1: 10, 2: 7, 3: 6, 4: 1, 5: 8, 6: 3, 7: 9, 8: 2, 9: 5, 10: 4}",5,0.33964817320703655,5,2,3.3333333333333335,3
739,0,"{1: 8, 2: 2, 3: 1, 4: 10, 5: 7, 6: 6, 7: 4, 8: 5, 9: 9, 10: 3}",5,0.33918918918918917,7,1,2.5,4
740,0,"{1: 3, 2: 2, 3: 4, 4: 5, 5: 6, 6: 10, 7: 7, 8: 1, 9: 9, 10: 8}",5,0.33873144399460187,7,1,2.5,4
741,0,"{1: 8, 2: 3, 3: 10, 4: 6, 5: 4, 6: 7, 7: 2, 8: 1, 9: 9, 10: 5}",5,0.33827493261455527,7,1,3.3333333333333335,3
742,0,"{1: 3, 2: 2, 3: 7, 4: 1, 5: 8, 6: 5, 7: 6, 8: 9, 9: 10, 10: 4}",5,0.33781965006729475,9,1,5.0,2
743,0,"{1: 8, 2: 4, 3: 1, 4: 6, 5: 5, 6: 10, 7: 2, 8: 7, 9: 3, 10: 9}",5,0.33736559139784944,9,1,5.0,2
744,1,"{1: 4, 2: 8, 3: 5, 4: 3, 5: 1, 6: 2, 7: 7, 8: 9, 9: 10, 10: 6}",5,0.338255033557047,5,1,3.3333333333333335,3
745,0,"{1: 9, 2: 6, 3: 2, 4: 4, 5: 1, 6: 10, 7: 5, 8: 3, 9: 8, 10: 7}",5,0.3378016085790885,9,1,5.0,2
746,0,"{1: 9, 2: 3, 3: 10, 4: 1, 5: 8, 6: 5, 7: 6, 8: 4, 9: 7, 10: 2}",5,0.3373493975903614,7,3,5.0,2
747,0,"{1: 10, 2: 4, 3: 9, 4: 6, 5: 8, 6: 1, 7: 5, 8: 7, 9: 2, 10: 3}",5,0.33689839572192515,7,3,5.0,2
748,1,"{1: 4, 2: 3, 3: 2, 4: 10, 5: 5, 6: 1, 7: 9, 8: 7, 9: 8, 10: 6}",5,0.3377837116154873,4,1,2.5,4
749,0,"{1: 5, 2: 1, 3: 3, 4: 2, 5: 6, 6: 8, 7: 7, 8: 4, 9: 9, 10: 10}",5,0.3373333333333333,6,1,2.0,5
750,0,"{1: 9, 2: 1, 3: 4, 4: 6, 5: 10, 6: 8, 7: 5, 8: 2, 9: 7, 10: 3}",5,0.33688415446071907,10,10,10.0,1
751,1,"{1: 1, 2: 7, 3: 5, 4: 8, 5: 4, 6: 9, 7: 6, 8: 3, 9: 10, 10: 2}",5,0.3377659574468085,5,1,3.3333333333333335,3
752,0,"{1: 7, 2: 5, 3: 3, 4: 8, 5: 10, 6: 2, 7: 1, 8: 6, 9: 4, 10: 9}",5,0.33731739707835323,7,1,3.3333333333333335,3
753,0,"{1: 8, 2: 5, 3: 2, 4: 9, 5: 4, 6: 7, 7: 6, 8: 3, 9: 10, 10: 1}",5,0.33687002652519893,8,2,5.0,2
754,0,"{1: 3, 2: 10, 3: 9, 4: 7, 5: 5, 6: 6, 7: 8, 8: 1, 9: 2, 10: 4}",5,0.33642384105960266,8,1,3.3333333333333335,3
755,1,"{1: 1, 2: 3, 3: 4, 4: 2, 5: 7, 6: 8, 7: 10, 8: 9, 9: 6, 10: 5}",5,0.3373015873015873,3,1,2.5,4
756,1,"{1: 3, 2: 9, 3: 4, 4: 1, 5: 8, 6: 6, 7: 2, 8: 7, 9: 5, 10: 10}",5,0.3381770145310436,5,1,2.5,4
757,1,"{1: 8, 2: 7, 3: 3, 4: 1, 5: 2, 6: 5, 7: 10, 8: 9, 9: 4, 10: 6}",5,0.3390501319261214,5,1,3.3333333333333335,3
758,1,"{1: 1, 2: 10, 3: 6, 4: 7, 5: 3, 6: 5, 7: 2, 8: 9, 9: 8, 10: 4}",5,0.33992094861660077,4,1,2.5,4
759,1,"{1: 10, 2: 1, 3: 9, 4: 6, 5: 7, 6: 8, 7: 5, 8: 4, 9: 2, 10: 3}",5,0.34078947368421053,5,2,3.3333333333333335,3
760,1,"{1: 10, 2: 5, 3: 7, 4: 6, 5: 2, 6: 4, 7: 3, 8: 9, 9: 1, 10: 8}",5,0.3416557161629435,4,2,2.5,4
761,1,"{1: 7, 2: 9, 3: 6, 4: 2, 5: 5, 6: 3, 7: 1, 8: 8, 9: 4, 10: 10}",5,0.3425196850393701,3,1,1.6666666666666667,6
762,0,"{1: 6, 2: 8, 3: 2, 4: 1, 5: 9, 6: 10, 7: 3, 8: 7, 9: 4, 10: 5}",5,0.3420707732634338,6,4,5.0,2
763,1,"{1: 6, 2: 5, 3: 10, 4: 4, 5: 2, 6: 9, 7: 7, 8: 1, 9: 8, 10: 3}",5,0.34293193717277487,4,1,2.0,5
764,0,"{1: 4, 2: 7, 3: 6, 4: 9, 5: 1, 6: 8, 7: 5, 8: 2, 9: 10, 10: 3}",5,0.34248366013071896,10,10,10.0,1
765,1,"{1: 1, 2: 6, 3: 10, 4: 2, 5: 9, 6: 8, 7: 4, 8: 7, 9: 3, 10: 5}",5,0.3433420365535248,5,1,3.3333333333333335,3
766,0,"{1: 10, 2: 3, 3: 5, 4: 9, 5: 4, 6: 7, 7: 1, 8: 2, 9: 6, 10: 8}",5,0.3428943937418514,10,10,10.0,1
767,1,"{1: 8, 2: 4, 3: 10, 4: 7, 5: 3, 6: 9, 7: 6, 8: 1, 9: 2, 10: 5}",5,0.34375,5,2,3.3333333333333335,3
768,0,"{1: 1, 2: 2, 3: 5, 4: 3, 5: 8, 6: 7, 7: 9, 8: 6, 9: 4, 10: 10}",5,0.3433029908972692,7,1,2.5,4
769,0,"{1: 1, 2: 10, 3: 7, 4: 2, 5: 6, 6: 9, 7: 4, 8: 5, 9: 3, 10: 8}",5,0.34285714285714286,9,1,5.0,2
770,0,"{1: 7, 2: 6, 3: 1, 4: 3, 5: 8, 6: 9, 7: 5, 8: 2, 9: 10, 10: 4}",5,0.3424124513618677,10,10,10.0,1
771,1,"{1: 7, 2: 9, 3: 10, 4: 3, 5: 1, 6: 5, 7: 6, 8: 4, 9: 2, 10: 8}",5,0.3432642487046632,4,2,3.3333333333333335,3
772,1,"{1: 4, 2: 9, 3: 5, 4: 8, 5: 6, 6: 3, 7: 1, 8: 7, 9: 10, 10: 2}",5,0.34411384217335056,4,3,3.3333333333333335,3
773,0,"{1: 9, 2: 8, 3: 5, 4: 6, 5: 2, 6: 1, 7: 10, 8: 7, 9: 4, 10: 3}",5,0.34366925064599485,6,4,5.0,2
774,0,"{1: 9, 2: 8, 3: 7, 4: 2, 5: 1, 6: 4, 7: 3, 8: 5, 9: 10, 10: 6}",5,0.3432258064516129,8,2,5.0,2
775,1,"{1: 7, 2: 6, 3: 9, 4: 3, 5: 4, 6: 10, 7: 1, 8: 2, 9: 5, 10: 8}",5,0.3440721649484536,4,2,3.3333333333333335,3
776,0,"{1: 6, 2: 2, 3: 3, 4: 7, 5: 5, 6: 8, 7: 10, 8: 4, 9: 9, 10: 1}",5,0.3436293436293436,6,1,2.0,5
777,1,"{1: 1, 2: 7, 3: 6, 4: 10, 5: 4, 6: 8, 7: 5, 8: 9, 9: 3, 10: 2}",5,0.3444730077120823,5,1,3.3333333333333335,3
778,0,"{1: 4, 2: 3, 3: 7, 4: 2, 5: 6, 6: 10, 7: 5, 8: 1, 9: 9, 10: 8}",5,0.34403080872913994,9,1,5.0,2
779,0,"{1: 3, 2: 4, 3: 5, 4: 6, 5: 2, 6: 9, 7: 1, 8: 10, 9: 8, 10: 7}",5,0.3435897435897436,10,10,10.0,1
780,0,"{1: 10, 2: 7, 3: 5, 4: 4, 5: 2, 6: 1, 7: 9, 8: 8, 9: 6, 10: 3}",5,0.34314980793854033,8,1,3.3333333333333335,3
781,1,"{1: 7, 2: 5, 3: 8, 4: 2, 5: 4, 6: 6, 7: 10, 8: 3, 9: 1, 10: 9}",5,0.34398976982097185,4,1,2.5,4
782,0,"{1: 5, 2: 3, 3: 9, 4: 6, 5: 8, 6: 4, 7: 1, 8: 10, 9: 7, 10: 2}",5,0.34355044699872284,8,2,5.0,2
783,0,"{1: 10, 2: 8, 3: 4, 4: 6, 5: 2, 6: 3, 7: 5, 8: 1, 9: 9, 10: 7}",5,0.34311224489795916,6,1,3.3333333333333335,3
784,1,"{1: 9, 2: 4, 3: 8, 4: 1, 5: 7, 6: 10, 7: 5, 8: 6, 9: 2, 10: 3}",5,0.34394904458598724,4,2,3.3333333333333335,3
785,1,"{1: 9, 2: 8, 3: 7, 4: 5, 5: 10, 6: 2, 7: 4, 8: 6, 9: 1, 10: 3}",5,0.34478371501272265,5,2,3.3333333333333335,3
786,1,"{1: 8, 2: 10, 3: 3, 4: 6, 5: 2, 6: 5, 7: 9, 8: 7, 9: 1, 10: 4}",5,0.34561626429479037,5,1,3.3333333333333335,3
787,0,"{1: 5, 2: 8, 3: 10, 4: 9, 5: 6, 6: 7, 7: 3, 8: 2, 9: 4, 10: 1}",5,0.34517766497461927,6,2,3.3333333333333335,3
788,0,"{1: 8, 2: 9, 3: 10, 4: 5, 5: 3, 6: 7, 7: 4, 8: 6, 9: 2, 10: 1}",5,0.34474017743979724,8,2,5.0,2
789,0,"{1: 9, 2: 6, 3: 2, 4: 5, 5: 4, 6: 7, 7: 10, 8: 3, 9: 1, 10: 8}",5,0.34430379746835443,6,2,3.3333333333333335,3
790,1,"{1: 1, 2: 9, 3: 3, 4: 6, 5: 8, 6: 5, 7: 4, 8: 7, 9: 10, 10: 2}",5,0.34513274336283184,5,1,2.5,4
791,1,"{1: 8, 2: 3, 3: 6, 4: 5, 5: 9, 6: 2, 7: 7, 8: 4, 9: 1, 10: 10}",5,0.34595959595959597,5,1,2.5,4
792,1,"{1: 10, 2: 1, 3: 4, 4: 5, 5: 3, 6: 6, 7: 7, 8: 2, 9: 9, 10: 8}",5,0.3467843631778058,4,1,2.0,5
793,0,"{1: 2, 2: 4, 3: 3, 4: 8, 5: 9, 6: 1, 7: 10, 8: 7, 9: 5, 10: 6}",5,0.34634760705289674,7,1,3.3333333333333335,3
794,1,"{1: 1, 2: 2, 3: 8, 4: 7, 5: 4, 6: 9, 7: 3, 8: 5, 9: 10, 10: 6}",5,0.3471698113207547,5,1,2.5,4
795,1,"{1: 8, 2: 2, 3: 1, 4: 7, 5: 3, 6: 10, 7: 4, 8: 5, 9: 6, 10: 9}",5,0.3479899497487437,4,1,2.5,4
796,0,"{1: 8, 2: 5, 3: 4, 4: 2, 5: 3, 6: 7, 7: 10, 8: 9, 9: 6, 10: 1}",5,0.3475533249686324,6,4,5.0,2
797,1,"{1: 8, 2: 6, 3: 5, 4: 2, 5: 1, 6: 7, 7: 9, 8: 10, 9: 4, 10: 3}",5,0.3483709273182957,5,5,5.0,2
798,0,"{1: 4, 2: 6, 3: 3, 4: 9, 5: 10, 6: 8, 7: 2, 8: 5, 9: 1, 10: 7}",5,0.3479349186483104,6,1,3.3333333333333335,3
799,1,"{1: 9, 2: 6, 3: 8, 4: 7, 5: 10, 6: 3, 7: 4, 8: 2, 9: 5, 10: 1}",5,0.34875,4,2,3.3333333333333335,3
800,0,"{1: 6, 2: 10, 3: 5, 4: 7, 5: 9, 6: 4, 7: 3, 8: 8, 9: 2, 10: 1}",5,0.34831460674157305,9,1,5.0,2
801,1,"{1: 10, 2: 2, 3: 1, 4: 5, 5: 4, 6: 7, 7: 9, 8: 8, 9: 6, 10: 3}",5,0.3491271820448878,3,1,2.0,5
802,0,"{1: 2, 2: 3, 3: 1, 4: 4, 5: 6, 6: 10, 7: 5, 8: 7, 9: 8, 10: 9}",5,0.34869240348692404,6,1,3.3333333333333335,3
803,1,"{1: 1, 2: 6, 3: 3, 4: 4, 5: 7, 6: 2, 7: 10, 8: 9, 9: 8, 10: 5}",5,0.34950248756218905,3,1,1.6666666666666667,6
804,1,"{1: 5, 2: 6, 3: 9, 4: 3, 5: 2, 6: 8, 7: 10, 8: 1, 9: 4, 10: 7}",5,0.35031055900621116,5,2,3.3333333333333335,3
805,0,"{1: 2, 2: 9, 3: 6, 4: 3, 5: 4, 6: 8, 7: 1, 8: 10, 9: 5, 10: 7}",5,0.34987593052109184,10,10,10.0,1
806,0,"{1: 5, 2: 8, 3: 6, 4: 7, 5: 3, 6: 4, 7: 9, 8: 2, 9: 1, 10: 10}",5,0.34944237918215615,7,1,3.3333333333333335,3
807,0,"{1: 2, 2: 10, 3: 3, 4: 4, 5: 9, 6: 1, 7: 8, 8: 6, 9: 7, 10: 5}",5,0.349009900990099,8,1,3.3333333333333335,3
808,0,"{1: 5, 2: 9, 3: 2, 4: 1, 5: 8, 6: 10, 7: 4, 8: 3, 9: 6, 10: 7}",5,0.34857849196538937,10,10,10.0,1
809,0,"{1: 8, 2: 5, 3: 1, 4: 7, 5: 6, 6: 10, 7: 9, 8: 2, 9: 4, 10: 3}",5,0.34814814814814815,7,3,5.0,2
810,0,"{1: 5, 2: 2, 3: 6, 4: 4, 5: 8, 6: 7, 7: 1, 8: 9, 9: 10, 10: 3}",5,0.3477188655980271,8,1,3.3333333333333335,3
811,1,"{1: 10, 2: 6, 3: 8, 4: 1, 5: 2, 6: 7, 7: 5, 8: 4, 9: 9, 10: 3}",5,0.3485221674876847,5,1,3.3333333333333335,3
812,1,"{1: 6, 2: 10, 3: 5, 4: 4, 5: 3, 6: 9, 7: 2, 8: 1, 9: 8, 10: 7}",5,0.34932349323493234,4,1,2.5,4
813,0,"{1: 6, 2: 4, 3: 10, 4: 7, 5: 1, 6: 5, 7: 3, 8: 2, 9: 8, 10: 9}",5,0.3488943488943489,7,3,5.0,2
814,0,"{1: 10, 2: 5, 3: 6, 4: 2, 5: 4, 6: 9, 7: 3, 8: 1, 9: 8, 10: 7}",5,0.34846625766871164,7,3,5.0,2
815,1,"{1: 8, 2: 9, 3: 1, 4: 5, 5: 6, 6: 2, 7: 10, 8: 7, 9: 4, 10: 3}",5,0.3492647058823529,5,5,5.0,2
816,1,"{1: 10, 2: 2, 3: 7, 4: 3, 5: 1, 6: 8, 7: 4, 8: 5, 9: 9, 10: 6}",5,0.35006119951040393,5,1,2.5,4
